,,,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Week Start,Week End,Position,Track Name,Artist,Streams,URL
12/31/21,1/7/22,19,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,3438374,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
12/31/21,1/7/22,20,Shivers,Ed Sheeran,3410920,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
12/31/21,1/7/22,21,Smokin Out The Window,Bruno Mars,3385298,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
12/31/21,1/7/22,22,Dark Red,Steve Lacy,3380673,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
12/31/21,1/7/22,23,family ties (with Kendrick Lamar),Baby Keem,3324675,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
12/31/21,1/7/22,24,I Love You So,The Walters,3321937,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
12/31/21,1/7/22,25,Meet Me At Our Spot,THE ANXIETY,3152214,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
12/31/21,1/7/22,26,Sweater Weather,The Neighbourhood,3067816,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
12/31/21,1/7/22,27,Bad Habits,Ed Sheeran,2975445,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
12/31/21,1/7/22,28,Sky,Playboi Carti,2884261,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
12/31/21,1/7/22,29,One Right Now (with The Weeknd),Post Malone,2866500,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
12/31/21,1/7/22,30,MONTERO (Call Me By Your Name),Lil Nas X,2851791,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
12/31/21,1/7/22,31,Levitating (feat. DaBaby),Dua Lipa,2839061,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
12/31/21,1/7/22,32,Way 2 Sexy (with Future & Young Thug),Drake,2825048,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
12/31/21,1/7/22,33,RAPSTAR,Polo G,2808021,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
12/31/21,1/7/22,34,Happier Than Ever,Billie Eilish,2754955,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
12/31/21,1/7/22,35,Pepas,Farruko,2681778,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
12/31/21,1/7/22,36,traitor,Olivia Rodrigo,2614002,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
12/31/21,1/7/22,37,Do It To It,ACRAZE,2604229,https://open.spotify.com/track/20on25jryn53hWghthWWW3
12/31/21,1/7/22,38,No Role Modelz,J. Cole,2583249,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
12/31/21,1/7/22,39,The Family Madrigal,Stephanie Beatriz,2574354,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
12/31/21,1/7/22,40,What Else Can I Do?,Diane Guerrero,2554831,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
12/31/21,1/7/22,41,2055,Sleepy Hallow,2500026,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
12/31/21,1/7/22,42,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,2494287,https://open.spotify.com/track/7ACW7VpgoKmfM1sKo15UhX
12/31/21,1/7/22,43,You Right,Doja Cat,2470700,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
12/31/21,1/7/22,44,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2431813,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
12/31/21,1/7/22,45,Blinding Lights,The Weeknd,2428273,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
12/31/21,1/7/22,46,Flower Shops (feat. Morgan Wallen),ERNEST,2415300,https://open.spotify.com/track/2ccuOtUjIyx3tPcsnpeBzJ
12/31/21,1/7/22,47,Get Into It (Yuh),Doja Cat,2410421,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
12/31/21,1/7/22,48,Ghost,Justin Bieber,2399892,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
12/31/21,1/7/22,49,By Your Side,Rod Wave,2396854,https://open.spotify.com/track/2AaJeBEq3WLcfFW1y8svDf
12/31/21,1/7/22,50,THATS WHAT I WANT,Lil Nas X,2395586,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
12/31/21,1/7/22,51,drivers license,Olivia Rodrigo,2394966,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
12/31/21,1/7/22,52,deja vu,Olivia Rodrigo,2285481,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
12/31/21,1/7/22,53,Oh My God,Adele,2275852,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
12/31/21,1/7/22,54,Freaks,Surf Curse,2220980,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
12/31/21,1/7/22,55,Wants and Needs (feat. Lil Baby),Drake,2204453,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
12/31/21,1/7/22,56,20 Min,Lil Uzi Vert,2189791,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
12/31/21,1/7/22,57,Already Dead,Juice WRLD,2181858,https://open.spotify.com/track/2quVkyLSVr5wX2QIhnexUt
12/31/21,1/7/22,58,love nwantiti (ah ah ah),CKay,2159208,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
12/31/21,1/7/22,59,Lucid Dreams,Juice WRLD,2158951,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
12/31/21,1/7/22,60,Dos Oruguitas,Sebastian Yatra,2153365,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
12/31/21,1/7/22,61,Burn,Juice WRLD,2150042,https://open.spotify.com/track/0QwKxajohg1rAMMmv1AWe1
12/31/21,1/7/22,62,Fancy Like,Walker Hayes,2147989,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
12/31/21,1/7/22,63,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2128476,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
12/31/21,1/7/22,64,Fair Trade (with Travis Scott),Drake,2114805,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
12/31/21,1/7/22,65,Wandered To LA (with Justin Bieber),Juice WRLD,2080796,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh
12/31/21,1/7/22,66,All Girls Are The Same,Juice WRLD,2075030,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
12/31/21,1/7/22,67,I AM WOMAN,Emmy Meli,2073443,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
12/31/21,1/7/22,68,Leave The Door Open,Bruno Mars,2073419,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
12/31/21,1/7/22,69,Alien Blues,Vundabar,2071226,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x
12/31/21,1/7/22,70,Space Song,Beach House,2063411,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
12/31/21,1/7/22,71,Infinity,Jaymes Young,2055168,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
12/31/21,1/7/22,72,My Universe,Coldplay,2054163,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
12/31/21,1/7/22,73,Mr. Brightside,The Killers,2054031,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
12/31/21,1/7/22,74,Good Days,SZA,2049114,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
12/31/21,1/7/22,75,Praise God,Kanye West,2045705,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
12/31/21,1/7/22,76,Waiting On A Miracle,Stephanie Beatriz,2044571,https://open.spotify.com/track/3oRW9ZGPRbLRMneQ5lwflt
12/31/21,1/7/22,77,Bad Man (Smooth Criminal),Polo G,2032874,https://open.spotify.com/track/62l3NSQPUxvcwwzKUmysrE
12/31/21,1/7/22,78,Beggin',Måneskin,2017577,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
12/31/21,1/7/22,79,505,Arctic Monkeys,1987780,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
12/31/21,1/7/22,80,Mr. Rager,Kid Cudi,1966255,https://open.spotify.com/track/2ncLdwTd8qzkxiJjlbiOgC
12/31/21,1/7/22,81,Circles,Post Malone,1951064,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12/31/21,1/7/22,82,Martin & Gina,Polo G,1947729,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
12/31/21,1/7/22,83,YKWIM?,Yot Club,1947471,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
12/31/21,1/7/22,84,Pursuit Of Happiness (Nightmare),Kid Cudi,1922494,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa
12/31/21,1/7/22,85,Jugaste y Sufrí,Eslabon Armado,1915874,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
12/31/21,1/7/22,86,Tell Em,Cochise,1892133,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
12/31/21,1/7/22,87,Daddy Issues,The Neighbourhood,1890926,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
12/31/21,1/7/22,88,Miss The Rage (feat. Playboi Carti),Trippie Redd,1878195,https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ
12/31/21,1/7/22,89,Buy Dirt,Jordan Davis,1862936,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
12/31/21,1/7/22,90,Streets,Doja Cat,1853892,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
12/31/21,1/7/22,91,See You Again (feat. Kali Uchis),"Tyler, The Creator",1847986,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
12/31/21,1/7/22,92,Toxic,BoyWithUke,1841134,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
12/31/21,1/7/22,93,SLOW DANCING IN THE DARK,Joji,1805305,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
12/31/21,1/7/22,94,Ain't Shit,Doja Cat,1788326,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
12/31/21,1/7/22,95,Man in the Mirror,A Boogie Wit da Hoodie,1788301,https://open.spotify.com/track/7uLFOXgLrS90tEYPO1DGXy
12/31/21,1/7/22,96,Life Goes On,Oliver Tree,1788211,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
12/31/21,1/7/22,97,The Spins,Mac Miller,1777207,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
12/31/21,1/7/22,98,Shoota (feat. Lil Uzi Vert),Playboi Carti,1774073,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
12/31/21,1/7/22,99,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1760278,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
12/31/21,1/7/22,100,Yonaguni,Bad Bunny,1759576,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
12/31/21,1/7/22,101,Fingers Crossed,Lauren Spencer-Smith,1749951,https://open.spotify.com/track/5S9Zs5g9lTWnLIboN1pdlU
12/31/21,1/7/22,102,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,1735563,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
12/31/21,1/7/22,103,Notion,The Rare Occasions,1727884,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
12/31/21,1/7/22,104,DÁKITI,Bad Bunny,1727146,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
12/31/21,1/7/22,105,favorite crime,Olivia Rodrigo,1720302,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
12/31/21,1/7/22,106,Love & War,Kodak Black,1711041,https://open.spotify.com/track/1WGmhglF1ghRiHsx4YUq86
12/31/21,1/7/22,107,Dreams - 2004 Remaster,Fleetwood Mac,1706562,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
12/31/21,1/7/22,108,Wasted On You,Morgan Wallen,1706513,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
12/31/21,1/7/22,109,No Love (with SZA),Summer Walker,1694411,https://open.spotify.com/track/08SB2OtZkaliju77WYEKxk
12/31/21,1/7/22,110,Mood (feat. iann dior),24kGoldn,1688760,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
12/31/21,1/7/22,111,Come & Go (with Marshmello),Juice WRLD,1678445,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
12/31/21,1/7/22,112,my ex's best friend (with blackbear),Machine Gun Kelly,1677138,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
12/31/21,1/7/22,113,Heartbreak Anniversary,Giveon,1675243,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
12/31/21,1/7/22,114,Money Trees,Kendrick Lamar,1671661,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
12/31/21,1/7/22,115,Robbery,Juice WRLD,1662835,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
12/31/21,1/7/22,116,Whiskey Glasses,Morgan Wallen,1659386,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
12/31/21,1/7/22,117,Wishing Well,Juice WRLD,1655351,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
12/31/21,1/7/22,118,Looking Out for You,Joy Again,1653347,https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv
12/31/21,1/7/22,119,Die For You,The Weeknd,1653259,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
12/31/21,1/7/22,120,XO Tour Llif3,Lil Uzi Vert,1650344,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
12/31/21,1/7/22,121,Jocelyn Flores,XXXTENTACION,1637102,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
12/31/21,1/7/22,122,telepatía,Kali Uchis,1634980,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
12/31/21,1/7/22,123,Watermelon Sugar,Harry Styles,1633042,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
12/31/21,1/7/22,124,NEW MAGIC WAND,"Tyler, The Creator",1621305,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
12/31/21,1/7/22,125,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1614735,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
12/31/21,1/7/22,126,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1613985,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
12/31/21,1/7/22,127,It's Called: Freefall,Rainbow Kitten Surprise,1612324,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl
12/31/21,1/7/22,128,Work Out,J. Cole,1609553,https://open.spotify.com/track/2wAJTrFhCnQyNSD3oUgTZO
12/31/21,1/7/22,129,Heather,Conan Gray,1603915,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
12/31/21,1/7/22,130,Girls Want Girls (with Lil Baby),Drake,1593977,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
12/31/21,1/7/22,131,Save Your Tears,The Weeknd,1589705,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
12/31/21,1/7/22,132,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,1589583,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
12/31/21,1/7/22,133,Girl Of My Dreams (with SUGA of BTS),Juice WRLD,1580666,https://open.spotify.com/track/7DF8lvLdV3htIbuTWpc7lR
12/31/21,1/7/22,134,For Tonight,Giveon,1556053,https://open.spotify.com/track/61Emqg95O9zo1GNOcyxq4Y
12/31/21,1/7/22,135,Redbone,Childish Gambino,1552933,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR
12/31/21,1/7/22,136,Washing Machine Heart,Mitski,1549403,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu
12/31/21,1/7/22,137,Sand In My Boots,Morgan Wallen,1548510,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
12/31/21,1/7/22,138,It'll Be Okay,Shawn Mendes,1548291,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
12/31/21,1/7/22,139,Electric Love,BØRNS,1547715,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
12/31/21,1/7/22,140,Star Shopping,Lil Peep,1538229,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
12/31/21,1/7/22,141,goosebumps,Travis Scott,1534268,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
12/31/21,1/7/22,142,Big Energy,Latto,1533031,https://open.spotify.com/track/6Zu3aw7FfjAF9WA0fA81Oq
12/31/21,1/7/22,143,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,1526564,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
12/31/21,1/7/22,144,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1519913,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
12/31/21,1/7/22,145,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1518448,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
12/31/21,1/7/22,146,The Hills,The Weeknd,1511821,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
12/31/21,1/7/22,147,When I’m Gone (with Katy Perry),Alesso,1506441,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
12/31/21,1/7/22,148,All Of You,Stephanie Beatriz,1504670,https://open.spotify.com/track/4X25mFLehFnxa1TwtLKcE2
12/31/21,1/7/22,149,Enchanted,Taylor Swift,1500965,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
12/31/21,1/7/22,150,Heartless,Kanye West,1499957,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
12/31/21,1/7/22,151,Pope Is a Rockstar,SALES,1492218,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
12/31/21,1/7/22,152,Calling My Phone,Lil Tjay,1491311,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
12/31/21,1/7/22,153,She Knows (feat. Amber Coffman & Cults),J. Cole,1490485,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
12/31/21,1/7/22,154,we fell in love in october,girl in red,1481043,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
12/31/21,1/7/22,155,LOT OF ME,Lil Tecca,1480433,https://open.spotify.com/track/2ZXxRC6V6AXzMdbLQZMHSB
12/31/21,1/7/22,156,Fuck Love (feat. Trippie Redd),XXXTENTACION,1472388,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
12/31/21,1/7/22,157,LOVE. FEAT. ZACARI.,Kendrick Lamar,1458826,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
12/31/21,1/7/22,158,Rockstar In His Prime,Juice WRLD,1457837,https://open.spotify.com/track/0v36cov6Z6aEV5ZgIlqZMk
12/31/21,1/7/22,159,The Motto,Tiësto,1453398,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
12/31/21,1/7/22,160,Not Allowed,TV Girl,1445021,https://open.spotify.com/track/0jA4h2SD50Oak4C3Vn905a
12/31/21,1/7/22,161,Yes Indeed,Lil Baby,1442013,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
12/31/21,1/7/22,162,Love Sosa,Chief Keef,1430179,https://open.spotify.com/track/4IowQDUOzUvNtp72HMDcKO
12/31/21,1/7/22,163,Classic,MKTO,1427747,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
12/31/21,1/7/22,164,Jealous,Eyedress,1426420,https://open.spotify.com/track/5KbTBSGUvgDg75gIVhUaAW
12/31/21,1/7/22,165,Bubbly (with Drake & Travis Scott),Young Thug,1423574,https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui
12/31/21,1/7/22,166,Someone You Loved,Lewis Capaldi,1422292,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
12/31/21,1/7/22,167,Smells Like Teen Spirit - Remastered,Nirvana,1421551,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
12/31/21,1/7/22,168,happier,Olivia Rodrigo,1421039,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
12/31/21,1/7/22,169,Moth To A Flame (with The Weeknd),Swedish House Mafia,1420983,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
12/31/21,1/7/22,170,Feline (with Polo G & Trippie Redd),Juice WRLD,1420712,https://open.spotify.com/track/5R4Yrc2j4jw1itr4hKcN26
12/31/21,1/7/22,171,Hurricane,Kanye West,1413338,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
12/31/21,1/7/22,172,25 million,Roddy Ricch,1412881,https://open.spotify.com/track/2lUDBd7JrgAMltcp6dcd7D
12/31/21,1/7/22,173,Everybody Talks,Neon Trees,1410681,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
12/31/21,1/7/22,174,SAD!,XXXTENTACION,1409646,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12/31/21,1/7/22,175,Back In Blood (feat. Lil Durk),Pooh Shiesty,1409408,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
12/31/21,1/7/22,176,The Less I Know The Better,Tame Impala,1408558,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
12/31/21,1/7/22,177,Tennessee Whiskey,Chris Stapleton,1408502,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
12/31/21,1/7/22,178,Best Friend (feat. Doja Cat),Saweetie,1406356,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
12/31/21,1/7/22,179,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1406296,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
12/31/21,1/7/22,180,Talking to the Moon,Bruno Mars,1405510,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
12/31/21,1/7/22,181,Get You (feat. Kali Uchis),Daniel Caesar,1402581,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ
12/31/21,1/7/22,182,Fell In Luv (feat. Bryson Tiller),Playboi Carti,1399583,https://open.spotify.com/track/1s9DTymg5UQrdorZf43JQm
12/31/21,1/7/22,183,Cigarette Daydreams,Cage The Elephant,1398275,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0
12/31/21,1/7/22,184,Megan's Piano,Megan Thee Stallion,1397926,https://open.spotify.com/track/4HyVMzg0sUQsdOxRvSO8Ka
12/31/21,1/7/22,185,Lost in the Fire (feat. The Weeknd),Gesaffelstein,1391078,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
12/31/21,1/7/22,186,brutal,Olivia Rodrigo,1387511,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
12/31/21,1/7/22,187,"jealousy, jealousy",Olivia Rodrigo,1386989,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
12/31/21,1/7/22,188,you broke me first,Tate McRae,1382401,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
12/31/21,1/7/22,189,Everybody Dies In Their Nightmares,XXXTENTACION,1380238,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
12/31/21,1/7/22,190,MIDDLE CHILD,J. Cole,1379207,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
12/31/21,1/7/22,191,I Can't Handle Change,Roar,1378112,https://open.spotify.com/track/0I1eFRytp4XRhLCjT6tZm7
12/31/21,1/7/22,192,Jumpin (feat. Polo G),NLE Choppa,1375481,https://open.spotify.com/track/1z7LV5wkExwW8YJk0IrPUA
12/31/21,1/7/22,193,Don't Stop Believin',Journey,1374368,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
12/31/21,1/7/22,194,Astronaut In The Ocean,Masked Wolf,1374206,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
12/31/21,1/7/22,195,rockstar (feat. 21 Savage),Post Malone,1362315,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
12/31/21,1/7/22,196,thailand,Roddy Ricch,1362170,https://open.spotify.com/track/0qHPxjC83zQYcxe39xSShx
12/31/21,1/7/22,197,Forever After All,Luke Combs,1358873,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
12/31/21,1/7/22,198,Why'd You Only Call Me When You're High?,Arctic Monkeys,1358842,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
12/31/21,1/7/22,199,Flashing Lights,Kanye West,1356899,https://open.spotify.com/track/31I3Rt1bPa2LrE74DdNizO
12/31/21,1/7/22,200,The Real Slim Shady,Eminem,1356730,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
12/24/21,12/31/21,1,Rockin' Around The Christmas Tree,Brenda Lee,8608916,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
12/24/21,12/31/21,2,Jingle Bell Rock,Bobby Helms,7542506,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
12/24/21,12/31/21,3,All I Want for Christmas Is You,Mariah Carey,7043075,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
12/24/21,12/31/21,4,It's the Most Wonderful Time of the Year,Andy Williams,6638322,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
12/24/21,12/31/21,5,A Holly Jolly Christmas - Single Version,Burl Ives,5737966,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
12/24/21,12/31/21,6,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5713555,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
12/24/21,12/31/21,7,Last Christmas,Wham!,5426978,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
12/24/21,12/31/21,8,Feliz Navidad,José Feliciano,5323109,https://open.spotify.com/track/3qCeq0rWK67SoBDgFd2sId
12/24/21,12/31/21,9,Heat Waves,Glass Animals,5285987,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
12/24/21,12/31/21,10,STAY (with Justin Bieber),The Kid LAROI,5285829,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
12/24/21,12/31/21,11,The Christmas Song (Merry Christmas To You),Nat King Cole,5141462,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
12/24/21,12/31/21,12,Super Gremlin,Kodak Black,5077433,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF
12/24/21,12/31/21,13,White Christmas,Bing Crosby,5027647,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
12/24/21,12/31/21,14,It's Beginning to Look a Lot like Christmas,Michael Bublé,5019011,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
12/24/21,12/31/21,15,Sleigh Ride,The Ronettes,4950262,https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr
12/24/21,12/31/21,16,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4857554,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
